id,tractable,solver_provider,solver_model,solver_reasoning,solver_attempt,providers_tried
d6a8b0a6-c386-48f3-846c-aed0de5a69f3,True,openai,gpt-5-nano,high,1,1
2b5e8e4e-80eb-46b7-a6b4-5955409215a0,True,openai,gpt-5-mini,high,1,2
4ec9a25e-d626-4199-a597-9797389934be,True,openai,gpt-5-nano,high,1,1
b6252350-2870-417c-8930-846cb50993c2,True,openai,gpt-5-nano,high,1,1
d6495b95-6982-4bd8-8db0-bbbcf1069ce0,True,openai,gpt-5-mini,high,1,2
03f98369-014d-4c65-a449-d078b97e2a01,True,openai,gpt-5-nano,high,1,1
4d5390ef-9875-4fc2-94c6-215d69fac81c,True,openai,gpt-5-nano,high,1,1
8955ab8c-4bc2-488d-a548-31ca6e2d809a,True,openai,gpt-5-nano,high,1,1
65203f01-4a10-47d3-aa8d-32be278a1df1,True,openai,gpt-5-nano,high,1,1
d154ddce-5368-4a1b-95ea-e0e0a0936c62,True,openai,gpt-5-nano,high,1,1
7245c24c-b41a-41ce-b2c4-b8a1a46afe04,True,openai,gpt-5-nano,high,1,1
631304f3-a764-4cb6-9547-c09d540ce9ee,True,openai,gpt-5,low,1,3
78f090d4-5c81-4c2f-bdc2-3de9d427e937,True,openai,gpt-5-nano,high,1,1
7ab44832-7055-4ecd-9cf8-6e86b288bd5b,True,openai,gpt-5-nano,high,1,1
c9c99991-bbb9-4829-95a5-d44db851d941,True,openai,gpt-5-nano,high,1,1
e5300616-d4d3-4d4a-ab6a-7e43ead28fb4,True,openai,gpt-5-nano,high,1,1
2de733af-e579-4fae-8d13-32d33fd00fe5,True,openai,gpt-5-nano,high,1,1
9f79d669-71a5-4b8a-b8bf-2637ca9c1ca5,True,openai,gpt-5-nano,high,1,1
85ca93da-cd95-4120-9df0-16fb3300e1ea,True,openai,gpt-5-nano,high,1,1
d532955f-0e51-4d83-8eda-1ae6933d62ac,True,openai,gpt-5-nano,high,1,1
e45107b5-e816-4b5f-950b-335ab3d59a0e,True,openai,gpt-5-mini,high,1,2
5c66f4c1-480f-4773-a919-a16b3fc089e2,True,openai,gpt-5-nano,high,1,1
c1e148a5-1d0e-4b85-bfce-907553323a40,True,openai,gpt-5-nano,high,1,1
3513d664-2527-4f74-8eac-0fc573f98928,True,openai,gpt-5-nano,high,1,1
e70428f8-5cc6-4ae3-98c0-587f25a8022f,True,openai,gpt-5-nano,high,1,1
c49ca34b-8746-41c7-aaf6-8ac272d9c377,True,openai,gpt-5-nano,high,1,1
92d6ff6f-3697-4c50-899d-48bb1e6de52c,True,openai,gpt-5-nano,high,1,1
b094bbe7-3c20-42fd-b977-8c34eee066ed,True,openai,gpt-5-nano,high,1,1
71df7f19-ddee-4334-86b7-d5ab8a254188,True,openai,gpt-5-nano,high,1,1
bca4c1cf-5732-4180-8f6e-ae811be12309,True,openai,gpt-5-nano,high,1,1
1b010e21-bec7-4b00-a1c4-ac609ce63654,True,openai,gpt-5-nano,high,1,1
f1a241a4-b19d-4a13-9715-405d8f925c40,True,anthropic,claude-sonnet-4-20250514,high,1,6
b75a65ff-a269-4468-aa32-2ae0992d9271,True,openai,gpt-5-nano,high,1,1
0c22f280-14cd-45b2-9784-d09f75828394,True,openai,gpt-5-nano,high,1,1
3f636a4e-4a65-46d0-91d7-f4490395d2be,True,openai,gpt-5-nano,high,1,1
c9e454c6-bfc5-41db-9b81-4146240a22e2,True,openai,gpt-5-nano,high,1,1
684853b4-3049-4a16-b61c-a92ea4fb544f,True,openai,gpt-5-nano,high,1,1
b00bb63f-55fc-4e7c-a2be-017d11b98642,True,openai,gpt-5-nano,high,1,1
99c36727-a5b0-48f0-8488-2fc1a570a7d6,True,openai,gpt-5-nano,high,1,1
204116d3-f77e-4593-8297-ff17b29a7c6a,True,openai,gpt-5-nano,high,1,1
80144f29-e0f3-44cd-930d-6b8994e41fec,True,openai,gpt-5-nano,high,1,1
f9e0e1b5-1966-4aac-b60e-7cbbb15a375d,True,openai,gpt-5-nano,high,1,1
04d5b347-83b7-4f76-8014-a15ac244dbad,True,openai,gpt-5-nano,high,1,1
84d112a0-7eb3-416b-b467-8ef6065b9e8a,True,openai,gpt-5-nano,high,1,1
606236a2-b1aa-4a11-94d2-ed7821cd47d2,True,openai,gpt-5-nano,high,1,1
a5242106-4495-446f-b090-f9077b5ff89e,True,openai,gpt-5-nano,high,1,1
551d8cba-fb25-411c-8769-4bc5abb8f508,True,openai,gpt-5-nano,high,1,1
83586323-ce7c-4c2a-99ff-3194c71f6da4,True,openai,gpt-5,low,1,3
b92030fa-f909-4018-8179-76e5356371e0,True,openai,gpt-5-nano,high,1,1
78a3431d-03c5-432b-92b5-1ebd07c49cdd,True,openai,gpt-5-nano,high,1,1
745cd9d6-f728-4dca-b032-d00ded5ca387,True,together,deepseek-ai/DeepSeek-V3.1,high,1,11
ea83df0c-4b7a-4829-8d58-7d93c8478709,True,openai,gpt-5,medium,1,4
7efd8270-6fed-496e-af89-0c3b1ba1b7ec,True,openai,gpt-5-nano,high,1,1
35490bf0-5b7f-4ddb-ba94-6d2694e2ae11,True,openai,gpt-5-nano,high,1,1
1e66b7d6-96b0-4ac6-979f-410ce9e683b9,True,openai,gpt-5-nano,high,1,1
864c18cb-7f65-46ba-ab83-c2a7a8d21f78,True,openai,gpt-5-nano,high,1,1
e131c533-1923-4e2a-9b21-ac55d7ee211d,True,openai,gpt-5-nano,high,1,1
43fa4d67-b7c5-4d33-8fec-c56f14a6014e,True,openai,gpt-5-nano,high,1,1
9703763a-a612-490a-b154-49a22e2d110e,True,openai,gpt-5-nano,high,1,1
b09512ac-d62f-4903-bf4a-e1dd1b5a6836,True,openai,gpt-5-nano,high,1,1
2458e14d-82bc-4a5a-969c-b4b5871a2704,True,openai,gpt-5-nano,high,1,1
8bcc3dce-ac06-4124-92a9-2cfd0be373d2,True,openai,gpt-5-nano,high,1,1
0252cc48-624b-430d-9fec-547daab5810d,True,openai,gpt-5-nano,high,1,1
33b683cd-e872-4fd9-8675-8da9ade75412,True,openai,gpt-5-nano,high,1,1
d377ef6e-71c9-44da-8baa-77ba9b9cc664,True,openai,gpt-5-nano,high,1,1
9b8d8ef4-9e36-43c2-bae2-45967bdf22b6,True,openai,gpt-5-nano,high,1,1
e65bb902-ee1b-46bd-9db6-c88f358a5385,True,openai,gpt-5-nano,high,1,1
49d7fa8c-5ba2-4ccc-ba3a-471868ff827c,True,openai,gpt-5-nano,high,1,1
0df8aae2-4dd4-487e-ae0f-7117ce08527b,True,openai,gpt-5-nano,high,1,1
11f6da5b-fd1f-436c-8249-8b1f6a80e013,True,openai,gpt-5-nano,high,1,1
57f66a45-629b-45a1-9dd7-a0ccc9d49863,True,anthropic,claude-opus-4-1-20250805,high,1,5
55763b4f-933d-44f7-9e1c-dad17032d308,True,openai,gpt-5-nano,high,1,1
d589067d-d635-4ac4-8077-53b6d1889c4b,True,openai,gpt-5-nano,high,1,1
39fec667-43be-46dd-b0cb-255cacba4c36,True,openai,gpt-5-mini,high,1,2
5728a40d-255d-4e68-b9df-e234fc738c08,True,openai,gpt-5-nano,high,1,1
72c1cb1d-0c77-4123-a00a-8ab375f12fcc,True,openai,gpt-5-nano,high,1,1
e3fec784-f91d-4c68-96fa-928ec6bb7619,True,openai,gpt-5-nano,high,1,1
049f4c2c-4610-4761-a209-b31164594799,True,openai,gpt-5-nano,high,1,1
f9cab096-5c9a-47f1-b281-022350ead882,True,openai,gpt-5-nano,high,1,1
e4c60c5d-91e2-4606-b1f0-399ee2b0a3dc,True,anthropic,claude-opus-4-1-20250805,high,1,5
6a1f2e41-f102-4394-9f98-8026eb0c3ce8,True,openai,gpt-5-nano,high,1,1
bd85c138-4b83-4b5e-9acb-72686a0119c6,True,openai,gpt-5-nano,high,1,1
d660b730-1d3e-483b-b5c7-8e19befe126d,True,openai,gpt-5-nano,high,1,1
0023b972-9299-4b22-ab07-89896a74c835,True,openai,gpt-5-nano,high,1,1
50bbc014-1ce7-4d44-99b0-1a8f9701b702,True,openai,gpt-5-nano,high,1,1
548408df-266a-4170-9050-c9baee90a12f,True,openai,gpt-5-nano,high,1,1
8b3c58fc-23af-4bf5-885f-bf6f6e473a33,True,openai,gpt-5-nano,high,1,1
cfedefbf-3db2-4c26-be93-37dad8ce4220,True,anthropic,claude-sonnet-4-20250514,high,1,6
f586836c-f0f5-4d43-a588-022405863a75,True,openai,gpt-5-nano,high,1,1
afb709ad-43ad-4149-bdc3-0be47592cdf8,True,openai,gpt-5-nano,high,1,1
dd04866b-d6cd-43a2-90bd-9280db874804,True,openai,gpt-5-nano,high,1,1
efe8b735-8015-46fb-90aa-041884b7cc2c,True,openai,gpt-5-nano,high,1,1
473bb51c-b039-4bfb-999e-d3d7ecd09548,True,openai,gpt-5-nano,high,1,1
d24b5c4c-1515-4b8d-ad6f-66bb8679ad07,True,openai,gpt-5-nano,high,1,1
7f03eea3-baff-44bd-a38b-f624cb46b727,True,openai,gpt-5-mini,high,1,2
a2d7f60f-a4c8-42db-9a21-62d1cbd61e3d,True,openai,gpt-5-nano,high,1,1
03e87a1b-f59f-4d74-9500-9aa328f6f29b,True,anthropic,claude-opus-4-1-20250805,high,1,5
f5921677-d4c4-4dc2-a293-2dd5edf74663,True,openai,gpt-5-nano,high,1,1
c1e5f177-e243-4f87-a10a-73c6baeb92ee,True,openai,gpt-5-nano,high,1,1
a89e1748-f912-4e10-8588-364e5a34d132,True,openai,gpt-5-nano,high,1,1
f34b6225-360e-4bea-8e09-b1d9cd649904,True,openai,gpt-5-nano,high,1,1
ac36027c-5464-4c5e-8bd7-b685e78b2c58,True,openai,gpt-5-nano,high,1,1
32ddf2ea-057b-47ab-a0d9-900e123c7a21,True,openai,gpt-5-nano,high,1,1
9030d4d7-9cdd-4936-ba02-d1395b7a0b77,True,openai,gpt-5-nano,high,1,1
fc2aaa1a-baa1-473e-9b9c-39b26ac4e098,True,openai,gpt-5-nano,high,1,1
53f5a74f-0e68-46bb-bf28-53c8444d969f,True,openai,gpt-5-mini,high,1,2
f2cba2a6-d3ba-4ff2-a3fe-6cdb0eec656b,True,openai,gpt-5-nano,high,1,1
24e4e102-8a09-4546-9852-3afbc197f7bb,True,openai,gpt-5-nano,high,1,1
eced5a35-5aca-49b6-9216-88328b043717,True,openai,gpt-5-nano,high,1,1
be4edd72-830c-4056-b097-0eaf7b97beae,True,openai,gpt-5-nano,high,1,1
3048bb08-b3ea-4235-bf78-edbdd50eb59d,True,openai,gpt-5-nano,high,1,1
6710da15-fed6-42c6-8c4f-55db535ac296,True,openai,gpt-5-nano,high,1,1
228aab38-fb34-4ff2-9bab-2617d30dcdc6,True,openai,gpt-5-nano,high,1,1
b890a124-7c46-4a48-819e-6e2dd2221021,True,openai,gpt-5-nano,high,1,1
4abeaac6-7ce4-42f2-b915-5bc0122221ae,True,openai,gpt-5-nano,high,1,1
359a57f1-b64c-4713-b39a-9ec214f0530b,True,openai,gpt-5-nano,high,1,1
37dced10-c806-4477-b0d7-4d87d637716e,True,openai,gpt-5-nano,high,1,1
fc01441c-5630-4795-8b38-33f0eb5ba44d,True,openai,gpt-5-nano,high,1,1
5bfc23b1-65a0-49d2-8c6b-fd9dcfe9a580,True,openai,gpt-5-nano,high,1,1
23fcb45d-cb6b-4229-98c2-34b1c350da0b,True,openai,gpt-5-nano,high,1,1
a1ed9034-dad2-4d42-8d06-9b18d5540bcf,True,openai,gpt-5-mini,high,1,2
de7e1a38-10c8-4751-beff-0472ea3f8b80,True,openai,gpt-5-mini,high,1,2
57375ce0-b182-41ef-98d1-d2f5c3cc67a6,True,openai,gpt-5-nano,high,1,1
de34232f-fcbb-4e3b-b1b3-31e7e8fb6fd1,True,openai,gpt-5-nano,high,1,1
da970c67-8427-422d-9f86-93b7618d4ae6,True,openai,gpt-5-nano,high,1,1
e2b514dd-a014-4f40-9473-98189f424390,True,openai,gpt-5-nano,high,1,1
9ba05bdf-dda0-4439-899b-e3ffcb2af561,True,openai,gpt-5-nano,high,1,1
7eedfafa-4937-42ff-9e24-76e59e9ce676,True,openai,gpt-5-nano,high,1,1
ee604b2f-72e4-4d5b-ba58-77cb9541d87b,True,anthropic,claude-opus-4-1-20250805,high,1,5
5edfa50d-7a15-4929-a9ac-fb26400273a2,True,openai,gpt-5-nano,high,1,1
9e705a34-3d8b-4598-81c9-c66f1328954e,True,openai,gpt-5-nano,high,1,1
eb9a1269-c958-4a6b-9837-403288e8a66b,True,openai,gpt-5-nano,high,1,1
cf942c60-dbc1-4bea-a95c-64203f9792ef,True,openai,gpt-5-nano,high,1,1
a2e25ba3-39e9-41eb-8932-6aa1c7e5f779,True,openai,gpt-5-mini,high,1,2
6be5d49a-09e2-4fe4-bcc8-f960ed410260,True,openai,gpt-5-nano,high,1,1
dfd6ea89-e39f-4ff1-84ea-4475f87d4185,True,openai,gpt-5-nano,high,1,1
701e35ac-7a61-49d4-b3af-3fed56de13b4,True,openai,gpt-5-nano,high,1,1
e0c23702-6b1d-431c-82b3-46a7fac1d1ef,True,openai,gpt-5-mini,high,1,2
f3e3f323-649f-4ca5-bcfe-60f4ac001070,True,openai,gpt-5-nano,high,1,1
d8625eaa-781c-4f34-b912-cd584b159ae0,True,openai,gpt-5-nano,high,1,1
e3279b35-e110-440f-b036-535fbd746476,True,openai,gpt-5-nano,high,1,1
b2cf020b-9182-4147-823b-27376d99f77a,False,,,,0,11
bdb06a0f-c510-4a77-b97b-9aa2aea6c373,True,openai,gpt-5-nano,high,1,1
fa938854-c150-4ce0-9d27-b7cec528773b,True,openai,gpt-5-nano,high,1,1
e2100ca5-37ea-488b-a873-a7efc821770b,True,openai,gpt-5-nano,high,1,1
207f1dca-b8ee-4186-9764-b3a31dffd974,True,openai,gpt-5-nano,high,1,1
c9679d77-3c0d-4c2a-beac-1d3ae3605ff9,True,openai,gpt-5-mini,high,1,2
9b723c98-e444-4179-b94f-00fc9e62fb97,True,anthropic,claude-opus-4-1-20250805,high,1,5
cc9b96db-d9fa-4e82-a954-62a9183b565f,True,openai,gpt-5-nano,high,1,1
ff281c87-86dd-488d-8ff7-cb70ae2d7303,True,openai,gpt-5-nano,high,1,1
964b287a-6eba-4a33-a48c-e9d7d483dd55,True,openai,gpt-5-mini,high,1,2
ce9d6426-3fcb-4fbd-9d5f-43f9846bb2bd,True,openai,gpt-5-nano,high,1,1
bea91929-e47a-4513-893b-bd529de80bd7,True,openai,gpt-5-nano,high,1,1
44ffd5b3-efe6-4675-a1ab-8c0397a4b76b,True,openai,gpt-5-nano,high,1,1
16a956c7-65fb-46c0-b1f4-3d868f6ee6e0,True,openai,gpt-5-nano,high,1,1
39e1b992-983c-4d78-a749-9571bf88e6d3,True,openai,gpt-5-nano,high,1,1
9e48a67d-7505-4c37-9f4b-6d208445841c,True,openai,gpt-5-nano,high,1,1
2ca2471a-4469-4b59-9a57-ab8c76a71838,True,openai,gpt-5-nano,high,1,1
66aaa059-7876-42f6-9845-11c68736619a,True,openai,gpt-5-nano,high,1,1
a02e7d16-e967-4c87-8c4a-adee7d055393,True,openai,gpt-5-nano,high,1,1
33af3e10-de5d-4089-ae77-937dc1f91a52,True,openai,gpt-5-nano,high,1,1
5dbb03eb-c394-470e-a8e1-0e58006072cd,True,openai,gpt-5-nano,high,1,1
8e7d3640-935f-40f0-8624-3d5ce85d68ea,True,openai,gpt-5-nano,high,1,1
5c6d1a5f-47ba-46ab-a2fd-28f9a6ac2d59,True,openai,gpt-5-nano,high,1,1
3e834775-e3f8-48e0-9e82-b5db1f29468f,True,openai,gpt-5-nano,high,1,1
f045cd5e-a7f4-4430-8d5f-a0e513f2d87f,True,openai,gpt-5-nano,high,1,1
54e8f7bc-c22d-416a-a23a-ee50452c0e47,True,openai,gpt-5-nano,high,1,1
eecca825-d66b-4861-a565-e6a41600223c,True,openai,gpt-5-nano,high,1,1
94b0d86d-a2ea-48ea-8146-cf42b59cfde9,True,openai,gpt-5-nano,high,1,1
2f47eb5c-6100-4626-bd2d-709bbe940462,True,openai,gpt-5-nano,high,1,1
dfef8bf7-3707-4ae7-ae5b-90809d4e8df2,True,openai,gpt-5-nano,high,1,1
4eb434d4-15ea-4401-8831-ef4b643df458,True,openai,gpt-5-nano,high,1,1
58df10f1-55fa-4782-be42-9d042673e4ad,True,openai,gpt-5-nano,high,1,1
d45675db-904f-4780-aa44-f7c230539c9f,True,openai,gpt-5-mini,high,1,2
82b87c88-10ac-4bf8-a8e8-7adbe5b7a97c,True,openai,gpt-5-nano,high,1,1
d0f319b0-fbec-42ac-a40e-99a2da83d950,True,openai,gpt-5,low,1,3
8b7bc7bd-baed-47ae-8503-de94f5a1b5da,True,openai,gpt-5-nano,high,1,1
ea0ee2dc-5052-4594-9efa-62072415a67f,True,openai,gpt-5-nano,high,1,1
2a2e9931-7d72-4878-8bc0-85217d05c685,True,openai,gpt-5-nano,high,1,1
f158de80-ab6a-4339-b112-f5a9099ad320,True,openai,gpt-5-nano,high,1,1
a832780c-f422-478a-b584-879c61736d3c,True,openai,gpt-5-nano,high,1,1
3ede8ca6-2794-4532-8972-641f2c85a8ec,True,openai,gpt-5-mini,high,1,2
3f7a284a-286d-412f-b35f-6f3a861ee9d0,True,openai,gpt-5-nano,high,1,1
5b0e574f-40da-4631-b6be-1200a52a61c9,True,openai,gpt-5-nano,high,1,1
4e51699b-2900-4bf1-a937-9fc672890a88,True,openai,gpt-5-nano,high,1,1
835ccf5d-f0ac-4bef-a7bb-6f29374c633d,True,openai,gpt-5-nano,high,1,1
13bdf8d7-6eaa-4ab8-b4ec-65e4a50517a2,True,openai,gpt-5-nano,high,1,1
2ed35788-a07b-45aa-81ea-1b185ba84aa8,False,,,,0,11
4e568aa6-a9a7-459c-af8e-40fcd2252c7d,True,openai,gpt-5-nano,high,1,1
1b758c03-915e-4d44-a9db-2e3cafb7a4bd,True,openai,gpt-5-nano,high,1,1
88d9d376-1363-4489-bf8d-d50331230aef,True,openai,gpt-5-mini,high,1,2
5b2cc934-3ea6-4b71-8e67-3f5bc45bd80e,True,openai,gpt-5-nano,high,1,1
0ccd6674-1911-4c8c-af2c-c37fb4e396e9,True,openai,gpt-5-nano,high,1,1
8af4fcc6-c797-4136-9b3e-09dd057261e1,True,openai,gpt-5-mini,high,1,2
2db1b796-4a3c-498f-b6e0-24495f8269c9,True,openai,gpt-5-mini,high,1,2
45d8b1be-1e62-476a-8e9d-512509fb26cc,True,openai,gpt-5-nano,high,1,1
3fdf475c-0b29-4ebf-8b78-736b2a43f28e,True,openai,gpt-5-nano,high,1,1
1b7d377f-f40a-40cb-85ee-1cb4ef0780d5,True,openai,gpt-5-nano,high,1,1
e42b463c-f297-4c4c-ad6b-93940726d279,True,openai,gpt-5-nano,high,1,1
8cdfd393-d961-4fb7-a2b3-4d62cf948d8b,True,openai,gpt-5-nano,high,1,1
098ffba9-9af6-43d5-b09c-726d6d1ff0c4,True,openai,gpt-5-nano,high,1,1
d7ce6e7a-4d63-4218-9b04-2eb541080cef,True,openai,gpt-5-mini,high,1,2
4ed8f861-1f93-4678-b157-a25397f75145,True,openai,gpt-5-nano,high,1,1
c96f9a75-3397-4d7a-bc7f-672ba4e03eb5,True,openai,gpt-5-nano,high,1,1
3bd55ca0-1a40-4084-a1d2-1dc6474fb222,True,openai,gpt-5-nano,high,1,1
f6179a3a-dd53-49ef-8a24-3d519ba82a41,True,openai,gpt-5-mini,high,1,2
e36520f3-1c27-4dcb-9dcb-6c96933c9540,True,openai,gpt-5-nano,high,1,1
51eae746-6981-4584-b8d5-a4d4ffcc1807,True,openai,gpt-5-nano,high,1,1
d3d82226-0016-42c2-99c6-a1b07889c3c9,True,openai,gpt-5-nano,high,1,1
9a5a7304-df82-4490-8143-8b5938b0044b,True,openai,gpt-5-nano,high,1,1
fd06bba3-3fe4-450b-b2df-f9fe5b672bb6,True,openai,gpt-5,low,1,3
8850b2ed-2c08-4c45-91b9-9c7c59ca86cb,True,openai,gpt-5-nano,high,1,1
6c5fe3db-509b-4203-82d0-80adc7dbece0,True,openai,gpt-5-nano,high,1,1
d23057f9-fad7-4d67-821e-a9fb85cd1404,True,openai,gpt-5-nano,high,1,1
8d09640f-4609-40c5-bfb8-c77010606dd9,True,openai,gpt-5-nano,high,1,1
d0662616-d89b-4515-b155-41a4a6df6dd4,True,openai,gpt-5-nano,high,1,1
92d8bf24-e174-4d23-9d26-0d2022236102,True,openai,gpt-5-nano,high,1,1
5c88789f-384b-4953-8380-d1a3a6838e92,True,openai,gpt-5-nano,high,1,1
e909bf20-7223-47f3-bc6e-b9854c710c96,True,openai,gpt-5-nano,high,1,1
dc8c46ab-2c58-48fb-9bfb-f10432672400,True,openai,gpt-5-nano,high,1,1
40ad392b-1f61-48bd-891c-c60b60a07be0,True,openai,gpt-5-nano,high,1,1
49b39257-15f2-4948-bc96-94574ba6bbd2,False,,,,0,11
d8bb94b5-b2e3-4845-9918-55a74b07514f,True,openai,gpt-5-nano,high,1,1
e6d9bb48-4a3a-44b2-a3cb-c238f43a5088,True,openai,gpt-5-nano,high,1,1
4d143961-518a-4783-8208-d4619aad1e2a,True,openai,gpt-5-nano,high,1,1
031aa916-67ed-4438-b0da-4180e2912969,True,openai,gpt-5-nano,high,1,1
df7a362d-c1b4-4d18-8b5c-b95e6df1599b,True,openai,gpt-5-nano,high,1,1
36ad0e87-196d-4100-9fc7-b69d0a52a971,True,openai,gpt-5,low,1,3
0df6f1a5-a8b1-46b5-bb2c-2e7c8cf2aca7,True,openai,gpt-5-nano,high,1,1
a1e26b8a-0771-4707-918c-9190fa393088,True,openai,gpt-5-nano,high,1,1
640af3b3-f4ca-444b-a671-ea4f39fe2058,False,,,,0,11
e49daa57-7505-4d8a-9311-f728a4604d0c,True,openai,gpt-5-nano,high,1,1
0a5bc36e-e9ac-4f61-901a-39fe7369c443,True,anthropic,claude-opus-4-1-20250805,high,1,5
fb35127a-4c06-4ef0-b8cf-3e490055f2c8,True,openai,gpt-5,low,1,3
8d29da05-2d3e-4b08-90e2-7f33bb718b15,False,,,,0,11
aa10514c-88fc-4598-b602-8c3c12815aef,False,,,,0,11
1afa68a7-d507-4b44-ba81-248e4337689f,True,openai,gpt-5-nano,high,1,1
f725e718-0f62-4050-972e-49130d8c3540,True,openai,gpt-5-nano,high,1,1
9792a0f1-a3bd-492f-af6f-12143f47c1d4,True,openai,gpt-5,low,1,3
b312fec5-078c-4292-9cff-ce968e495c2d,True,openai,gpt-5-nano,high,1,1
4e2fb605-543d-4463-9077-3f28d4759974,True,openai,gpt-5-nano,high,1,1
0a9d361d-1937-4104-a5e9-bf4071e300c9,True,openai,gpt-5-nano,high,1,1
326dcbb6-2dd0-4f54-95c5-ced92cba6704,True,openai,gpt-5-nano,high,1,1
1e012ec1-e18c-45d0-83f9-19ce94a9bc83,True,openai,gpt-5,low,1,3
a95f2a88-5b6d-48b6-bb4b-42d059bd0550,True,openai,gpt-5-nano,high,1,1
799c4723-dc5e-4ea8-a932-ae600c54a377,True,openai,gpt-5-nano,high,1,1
84752d94-4d62-4972-a5ef-0d36cb8bdf7e,True,openai,gpt-5-nano,high,1,1
914e45e0-0f5f-4c0a-a8d9-02abaf9ecda8,True,openai,gpt-5-mini,high,1,2
2137365d-f66e-405a-b326-e2ca95b2b836,False,,,,0,11
0b456b1b-dfea-47ec-bbd9-c4cb678f851d,True,openai,gpt-5-nano,high,1,1
7503423f-75b1-4139-986f-8ab192cf2912,True,openai,gpt-5-nano,high,1,1
b1815753-42ee-4b7a-9d0d-b4ce1281c9ec,True,openai,gpt-5-nano,high,1,1
bbb0f5fc-86ab-4ced-96cc-32dc0d0f5408,True,openai,gpt-5-mini,high,1,2
9b4eabb1-16e6-4799-8df4-4e0d440e80ff,True,openai,gpt-5-nano,high,1,1
b21cf84e-8d21-4f7c-9df9-35d6eb239edc,True,openai,gpt-5-nano,high,1,1
09dff0e3-09b9-4787-af76-3aca593ef59e,True,openai,gpt-5-nano,high,1,1
f64d099c-f5bb-4654-bdd1-b1824a081b3e,True,openai,gpt-5-nano,high,1,1
